,in_deg,out_deg,in_wdeg,out_wdeg,deg,deg_ratio,is_sink,is_source,nbr_deg_mean,nbr_deg_max,dag_layer_norm,pagerank_dep,pagerank_use,hits_hub,hits_auth,coreness,betweenness_approx,harmonic_in,is_articulation,reach_dependencies,reach_dependents,community_size,within_comm_z,participation,n_neighbor_comms,neighbor_comm_entropy,cross_comm_frac,type_in_deg,type_in_wdeg,type_out_deg,type_out_wdeg,type_in_depth_min,type_in_depth_mean,body_in_deg,body_in_wdeg,body_out_deg,body_out_wdeg,body_in_depth_min,body_in_depth_mean,stmt_body_in_ratio,relation_entropy_in,mult_per_unique_in
AddSemigroup.toAdd,55,0,753.0,0.0,55,56.0,1,0,43.41818181818182,220.0,0.3,0.0006240077135846802,0.00013336990030734743,-0.0,9.680425821367423e-05,24,0.0,78.03333333333335,0,0,108,719,0.9480551869980848,0.41454545454545455,4,0.7902572464963653,0.2545454545454545,12.0,25.0,0.0,0.0,6.0,11.166666666666666,49.0,728.0,0.0,0.0,6.0,17.979591836734695,0.03566529492455418,0.1456972879474468,12.344262295081966
AddSemigroup.to_isAssociative,1,7,1.0,11.0,8,0.25,0,0,91.625,298.0,0.1,0.00018966696560833454,0.00022124350075223933,8.956610077063328e-07,4.466458736180733e-09,5,0.0,1.5,0,7,2,719,-0.49587405899207093,0.65625,4,1.2130075659799042,0.5,0.0,0.0,5.0,5.0,-1.0,-1.0,1.0,1.0,6.0,6.0,24.0,24.0,0.5,2.172326580816448e-08,1.0
AddSemigroup.to_isLawfulIdentity,0,17,0.0,76.0,17,0.05555555555555555,0,1,106.17647058823529,433.0,0.0,0.00018878370468572813,0.0005614854035060068,1.7234658909196497e-05,-0.0,9,0.0,0.0,0,17,0,719,-0.30074848520961744,0.546712802768166,3,0.868719682914265,0.47058823529411764,0.0,0.0,9.0,10.0,-1.0,-1.0,0.0,0.0,16.0,66.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AddZero.toAdd,190,0,3629.0,0.0,190,191.0,1,0,29.83157894736842,172.0,0.75,0.0018506462570122971,0.00013336990030734743,-0.0,0.00011489411490297395,25,0.0,230.97142857142825,0,0,356,719,5.904244761072403,0.20703601108033243,4,0.4010209457877108,0.11578947368421053,151.0,260.0,0.0,0.0,6.0,12.6158940397351,182.0,3369.0,0.0,0.0,6.0,14.851648351648352,0.07744807121661722,0.2578736243250257,10.897897897897899
AddZero.toZero,82,0,801.0,0.0,82,83.0,1,0,37.207317073170735,220.0,0.7,0.0006678688395760905,0.00013336990030734743,-0.0,8.15961921816934e-05,24,0.0,150.26666666666668,0,0,306,719,1.8846579411538615,0.35127900059488393,4,0.6858463169163848,0.2073170731707317,46.0,65.0,0.0,0.0,7.0,11.652173913043478,79.0,736.0,0.0,0.0,9.0,14.987341772151899,0.08955223880597014,0.28156564129099426,6.408
AddZeroClass,6,0,12.0,0.0,6,7.0,1,0,17.833333333333332,24.0,0.05,0.0002238456105413567,0.00013336990030734743,-0.0,2.6236019342596558e-08,6,0.0,6.0,0,0,6,1649,-0.3722962445152907,0.5,2,0.6931471805599453,0.5,6.0,6.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,3.0,3.0,1.0,0.6931471805599453,1.0
AddZeroClass.toAddZero,204,0,4430.0,0.0,204,205.0,1,0,32.161764705882355,220.0,0.75,0.0023297313919026594,0.00013336990030734743,-0.0,0.00019649030708466736,25,0.0,249.44999999999987,0,0,358,719,6.1774205643678375,0.2515859284890428,4,0.501497267246833,0.14215686274509803,158.0,325.0,0.0,0.0,7.0,13.082278481012658,196.0,4105.0,0.0,0.0,7.0,15.311224489795919,0.07939600584510473,0.2622534682081735,12.514124293785311
Aesop.BuiltinRules.not_intro,2,0,4.0,0.0,2,3.0,1,0,30.5,31.0,0.05,0.0001915621566005414,0.00013336990030734743,-0.0,2.337530233705134e-09,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,4.0,0.0,0.0,12.0,12.0,0.2,2.172326580816448e-08,2.0
Alternative.failure,1,0,3.0,0.0,1,2.0,1,0,109.0,109.0,0.05,0.0001888884432648115,0.00013336990030734743,-0.0,4.570178561376222e-08,1,0.0,1.0,0,0,1,170,-0.43443070621172386,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0,0.0,0.0,36.0,36.0,0.25,2.172326580816448e-08,3.0
And,129,0,1196.0,0.0,129,130.0,1,0,23.015503875968992,158.0,0.6,0.0022596283528069643,0.00013336990030734743,-0.0,5.14896747784414e-05,18,0.0,206.16666666666694,0,0,320,1649,3.6529383973847085,0.11862267892554523,4,0.29290023127880727,0.06201550387596899,76.0,98.0,0.0,0.0,4.0,9.0,114.0,1098.0,0.0,0.0,5.0,12.228070175438596,0.09008189262966333,0.2834816586393391,6.294736842105263
And.casesOn,19,0,32.0,0.0,19,20.0,1,0,33.526315789473685,131.0,0.6,0.00023000905970400561,0.00013336990030734743,-0.0,4.424838011966544e-07,10,0.0,57.034523809523854,0,0,178,1649,0.17349828319996347,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,19.0,32.0,0.0,0.0,11.0,14.789473684210526,0.030303030303030304,2.172326580816448e-08,1.6842105263157894
And.elim,1,0,1.0,0.0,1,2.0,1,0,12.0,12.0,0.05,0.00019180794881511022,0.00013336990030734743,-0.0,2.1439739404145975e-10,1,0.0,1.0,0,0,1,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,21.0,21.0,0.5,2.172326580816448e-08,1.0
And.intro,60,0,89.0,0.0,60,61.0,1,0,17.65,51.0,0.6,0.0005028028968175472,0.00013336990030734743,-0.0,5.785700469370725e-07,15,0.0,112.94285714285712,0,0,233,1649,1.4356481285414888,0.12611111111111106,3,0.2824190364358892,0.06666666666666667,10.0,10.0,0.0,0.0,14.0,15.0,60.0,79.0,0.0,0.0,7.0,13.516666666666667,0.1375,0.35142028799241903,1.2714285714285714
And.left,28,0,36.0,0.0,28,29.0,1,0,35.285714285714285,158.0,0.35,0.00030739966058263306,0.00013336990030734743,-0.0,8.379514482400015e-06,15,0.0,49.1261904761905,0,0,83,1649,0.17349828319996347,0.49744897959183665,4,0.9477716927261807,0.32142857142857145,0.0,0.0,0.0,0.0,-1.0,-1.0,28.0,36.0,0.0,0.0,7.0,17.285714285714285,0.02702702702702703,2.172326580816448e-08,1.2857142857142858
And.right,26,0,36.0,0.0,26,27.0,1,0,27.46153846153846,158.0,0.35,0.00033698150811640624,0.00013336990030734743,-0.0,7.892712914193649e-06,15,0.0,43.79285714285715,0,0,72,1649,0.27583475714657363,0.2721893491124261,3,0.5359610497090694,0.15384615384615385,1.0,1.0,0.0,0.0,10.0,10.0,26.0,35.0,0.0,0.0,7.0,17.576923076923077,0.05555555555555555,0.12693054534140227,1.3333333333333333
And.symm,3,0,5.0,0.0,3,4.0,1,0,19.333333333333332,25.0,0.1,0.00020564772614035316,0.00013336990030734743,-0.0,2.6010233036393006e-09,3,0.0,4.0,0,0,5,719,-0.5348991737485616,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,5.0,0.0,0.0,12.0,18.0,0.16666666666666666,2.172326580816448e-08,1.6666666666666667
Antitone,10,0,82.0,0.0,10,11.0,1,0,18.5,24.0,0.1,0.00031306810185977106,0.00013336990030734743,-0.0,9.117754577581647e-09,10,0.0,10.0,0,0,10,1649,-0.133511138639867,0.0,1,-0.0,0.0,10.0,19.0,0.0,0.0,10.0,11.2,10.0,63.0,0.0,0.0,10.0,11.4,0.3125,0.5413310964492661,4.1
Antitone._to_dual_cast_2,1,0,7.0,0.0,1,2.0,1,0,20.0,20.0,0.1,0.00019015901768649346,0.00013336990030734743,-0.0,1.1861006205799838e-09,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,7.0,0.0,0.0,22.0,22.0,0.125,2.172326580816448e-08,7.0
Antitone.dual_left,1,0,1.0,0.0,1,2.0,1,0,20.0,20.0,0.05,0.0001926000127537579,0.00013336990030734743,-0.0,4.488833270384337e-12,1,0.0,1.0,0,0,1,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,12.0,12.0,0.5,2.172326580816448e-08,1.0
Antitone.dual_right,4,0,4.0,0.0,4,5.0,1,0,23.0,24.0,0.05,0.0002024036234616125,0.00013336990030734743,-0.0,2.913806813974416e-11,4,0.0,4.0,0,0,4,1649,-0.3381840865330873,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,4.0,0.0,0.0,17.0,17.0,0.2,2.172326580816448e-08,1.0
Antitone.inf,1,19,1.0,832.0,20,0.1,0,0,218.75,1230.0,0.05,0.00019251126140333862,0.0004610282389482965,3.974699679963894e-06,3.3390699993173177e-12,14,0.0,1.0,1,32,1,1649,0.17349828319996347,0.09500000000000008,2,0.1985152433458726,0.05,0.0,0.0,8.0,14.0,-1.0,-1.0,1.0,1.0,19.0,818.0,16.0,16.0,0.5,2.172326580816448e-08,1.0
Antitone.le_map_inf,0,22,0.0,43.0,22,0.043478260869565216,0,1,132.22727272727272,382.0,0.0,0.00018878370468572813,0.0003361924968661705,1.0247598948592107e-07,-0.0,13,0.0,0.0,0,43,0,1649,0.27583475714657363,0.0,1,-0.0,0.0,0.0,0.0,12.0,15.0,-1.0,-1.0,0.0,0.0,16.0,28.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Antitone.map_inf,0,24,0.0,52.0,24,0.04,0,1,150.125,1230.0,0.0,0.00018878370468572813,0.0005311976306413314,2.3630517689045212e-07,-0.0,15,0.0,0.0,0,122,0,1649,0.3440590731109804,0.0,1,-0.0,0.0,0.0,0.0,14.0,18.0,-1.0,-1.0,0.0,0.0,18.0,34.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Antitone.map_sup,0,24,0.0,52.0,24,0.04,0,1,151.20833333333334,1230.0,0.0,0.00018878370468572813,0.0005035346891721736,2.4158658838648927e-07,-0.0,15,0.0,0.0,0,123,0,1649,0.3440590731109804,0.0,1,-0.0,0.0,0.0,0.0,14.0,18.0,-1.0,-1.0,0.0,0.0,18.0,34.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Antitone.map_sup_le,0,22,0.0,43.0,22,0.043478260869565216,0,1,132.04545454545453,382.0,0.0,0.00018878370468572813,0.0003257143083456595,1.0313706489998272e-07,-0.0,13,0.0,0.0,0,41,0,1649,0.27583475714657363,0.0,1,-0.0,0.0,0.0,0.0,12.0,15.0,-1.0,-1.0,0.0,0.0,16.0,28.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Antitone.max,0,12,0.0,43.0,12,0.07692307692307693,0,1,126.75,382.0,0.0,0.00018878370468572813,0.00033614992682904027,8.359320004048042e-08,-0.0,10,0.0,0.0,0,79,0,1649,-0.06528682267546022,0.0,1,-0.0,0.0,0.0,0.0,11.0,25.0,-1.0,-1.0,0.0,0.0,10.0,18.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Antitone.min,0,12,0.0,43.0,12,0.07692307692307693,0,1,124.16666666666667,382.0,0.0,0.00018878370468572813,0.000551050489357509,7.832607250367342e-08,-0.0,11,0.0,0.0,0,88,0,1649,-0.06528682267546022,0.0,1,-0.0,0.0,0.0,0.0,11.0,25.0,-1.0,-1.0,0.0,0.0,10.0,18.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Antitone.sup,1,11,1.0,25.0,12,0.16666666666666666,0,0,155.25,382.0,0.05,0.00019251126140333862,0.0002059119398922173,7.493786941179442e-08,3.563609631875807e-12,10,9.448998178506376e-06,1.0,0,24,1,1649,-0.06528682267546022,0.0,1,-0.0,0.0,0.0,0.0,8.0,14.0,-1.0,-1.0,1.0,1.0,8.0,11.0,16.0,16.0,0.5,2.172326580816448e-08,1.0
AntitoneOn,8,0,90.0,0.0,8,9.0,1,0,23.875,38.0,0.1,0.0002637679159712228,0.00013336990030734743,-0.0,2.4230521654115648e-08,8,0.0,8.0,0,0,8,1649,-0.20173545460427375,0.0,1,-0.0,0.0,8.0,16.0,0.0,0.0,13.0,14.0,7.0,74.0,0.0,0.0,14.0,15.0,0.22666666666666666,0.46800704307532004,6.0
AntitoneOn._to_dual_cast_4,3,0,10.0,0.0,3,4.0,1,0,29.666666666666668,38.0,0.1,0.00019091870536958212,0.00013336990030734743,-0.0,3.0464034274675215e-09,3,0.0,3.5,0,0,4,1649,-0.3722962445152907,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,10.0,0.0,0.0,22.0,25.333333333333332,0.09090909090909091,2.172326580816448e-08,3.3333333333333335
AntitoneOn.inf,1,22,1.0,1398.0,23,0.08695652173913043,0,0,201.95652173913044,1230.0,0.05,0.00019234559221588925,0.0004661124066406559,7.939578641607204e-06,4.158920250164475e-12,16,0.0,1.0,0,35,1,1649,0.27583475714657363,0.08317580340264641,2,0.17884491271684755,0.043478260869565216,0.0,0.0,9.0,15.0,-1.0,-1.0,1.0,1.0,22.0,1383.0,18.0,18.0,0.5,2.172326580816448e-08,1.0
AntitoneOn.map_inf,0,38,0.0,313.0,38,0.02564102564102564,0,1,175.55263157894737,1230.0,0.0,0.00018878370468572813,0.0003395539213313794,3.918821875057356e-06,-0.0,18,0.0,0.0,0,123,0,1649,0.8216292848618278,0.0,1,-0.0,0.0,0.0,0.0,17.0,25.0,-1.0,-1.0,0.0,0.0,38.0,288.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AntitoneOn.map_sup,0,36,0.0,245.0,36,0.02702702702702703,0,1,183.75,1230.0,0.0,0.00018878370468572813,0.0002970603543459196,3.6044822989746168e-06,-0.0,18,0.0,0.0,0,121,0,1649,0.753404968897421,0.0,1,-0.0,0.0,0.0,0.0,17.0,25.0,-1.0,-1.0,0.0,0.0,36.0,220.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AntitoneOn.max,0,13,0.0,45.0,13,0.07142857142857142,0,1,125.84615384615384,382.0,0.0,0.00018878370468572813,0.0003354959976852388,1.0282479752155679e-07,-0.0,12,0.0,0.0,0,82,0,1649,-0.031174664693256835,0.0,1,-0.0,0.0,0.0,0.0,12.0,26.0,-1.0,-1.0,0.0,0.0,11.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AntitoneOn.min,0,13,0.0,45.0,13,0.07142857142857142,0,1,123.46153846153847,382.0,0.0,0.00018878370468572813,0.000554802696041637,9.75576699847498e-08,-0.0,12,0.0,0.0,0,91,0,1649,-0.031174664693256835,0.0,1,-0.0,0.0,0.0,0.0,12.0,26.0,-1.0,-1.0,0.0,0.0,11.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AntitoneOn.of_map_inf,0,25,0.0,103.0,25,0.038461538461538464,0,1,248.96,1230.0,0.0,0.00018878370468572813,0.00020920310068872863,2.858420156039433e-06,-0.0,18,0.0,0.0,0,74,0,1649,0.3440590731109804,0.07679999999999998,2,0.167944147734173,0.04,0.0,0.0,14.0,19.0,-1.0,-1.0,0.0,0.0,24.0,84.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AntitoneOn.of_map_sup,0,28,0.0,547.0,28,0.034482758620689655,0,1,224.03571428571428,1230.0,0.0,0.00018878370468572813,0.000269618076275519,8.046166352669587e-06,-0.0,18,0.0,0.0,0,77,0,1649,0.44639554705759055,0.06887755102040805,2,0.15407610367102942,0.03571428571428571,0.0,0.0,14.0,19.0,-1.0,-1.0,0.0,0.0,28.0,528.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
AntitoneOn.sup,1,14,1.0,33.0,15,0.13333333333333333,0,0,142.06666666666666,382.0,0.05,0.00019234559221588925,0.00020578163152951647,1.368953500391935e-07,4.383459882715146e-12,12,0.0,1.0,0,27,1,1649,0.03704965127114994,0.0,1,-0.0,0.0,0.0,0.0,9.0,15.0,-1.0,-1.0,1.0,1.0,11.0,18.0,18.0,18.0,0.5,2.172326580816448e-08,1.0
Applicative.toPure,5,0,47.0,0.0,5,6.0,1,0,79.0,109.0,0.05,0.0001945303794308931,0.00013336990030734743,-0.0,3.4626062972331297e-07,5,0.0,5.0,0,0,5,170,-0.09251765039694118,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,47.0,0.0,0.0,14.0,17.0,0.020833333333333332,2.172326580816448e-08,9.4
Asymptotics.IsLittleO,3,0,7.0,0.0,3,4.0,1,0,61.666666666666664,88.0,0.1,0.0001926752396983602,0.00013336990030734743,-0.0,1.116802807704632e-06,3,0.0,3.0,0,0,3,922,-0.508694764776473,0.4444444444444444,2,0.6365141682948128,0.3333333333333333,3.0,3.0,0.0,0.0,8.0,8.666666666666666,1.0,4.0,0.0,0.0,13.0,13.0,0.8,0.6829081047004717,1.75
Asymptotics.IsLittleO.congr_left,1,0,1.0,0.0,1,2.0,1,0,18.0,18.0,0.05,0.00019198940346287313,0.00013336990030734743,-0.0,5.7813970161377195e-09,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,11.0,11.0,0.5,2.172326580816448e-08,1.0
Asymptotics.isLittleO_iff_tendsto',1,0,1.0,0.0,1,2.0,1,0,88.0,88.0,0.1,0.0001888937049940362,0.00013336990030734743,-0.0,1.956654279051539e-07,1,0.0,1.5,0,0,2,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,13.0,13.0,0.5,2.172326580816448e-08,1.0
Asymptotics.isLittleO_of_tendsto',1,0,1.0,0.0,1,2.0,1,0,79.0,79.0,0.05,0.00018891953937967497,0.00013336990030734743,-0.0,1.3269427116272476e-07,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,9.0,9.0,0.5,2.172326580816448e-08,1.0
Bind.bind,5,0,29.0,0.0,5,6.0,1,0,79.0,109.0,0.05,0.0001957400704443516,0.00013336990030734743,-0.0,1.653724455757668e-07,5,0.0,5.0,0,0,5,170,-0.09251765039694118,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,29.0,0.0,0.0,13.0,22.2,0.03333333333333333,2.172326580816448e-08,5.8
Bool,32,0,277.0,0.0,32,33.0,1,0,65.0625,182.0,0.15,0.00044178417591833174,0.00013336990030734743,-0.0,0.000183391050678424,17,0.0,36.5,0,0,42,922,0.09570803564093439,0.681640625,6,1.345001680821366,0.53125,14.0,30.0,0.0,0.0,1.0,6.857142857142857,31.0,247.0,0.0,0.0,3.0,13.35483870967742,0.125,0.342953099700064,6.155555555555556
Bool.false,9,0,28.0,0.0,9,10.0,1,0,84.33333333333333,182.0,0.15,0.00020369006777705797,0.00013336990030734743,-0.0,9.183052178008947e-06,8,0.0,11.166666666666666,0,0,14,170,-0.007039386443245501,0.49382716049382713,3,0.8486855577264172,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,9.0,28.0,0.0,0.0,10.0,19.88888888888889,0.034482758620689655,2.172326580816448e-08,3.111111111111111
Bool.forall_bool,1,0,1.0,0.0,1,2.0,1,0,21.0,21.0,0.15,0.00019072425888929767,0.00013336990030734743,-0.0,1.9858785304831507e-11,1,0.0,2.1666666666666665,0,0,4,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,11.0,11.0,0.5,2.172326580816448e-08,1.0
Bool.instDistribLattice,0,5,0.0,8.0,5,0.16666666666666666,0,1,29.8,50.0,0.0,0.00018878370468572813,0.00019543735654759323,1.4932444952563586e-07,-0.0,4,0.0,0.0,0,77,0,922,-0.46220224166744167,0.48,2,0.6730116670092565,0.4,0.0,0.0,2.0,2.0,-1.0,-1.0,0.0,0.0,5.0,6.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Bool.instPartialOrder,0,8,0.0,14.0,8,0.1111111111111111,0,1,71.375,207.0,0.0,0.00018878370468572813,0.00019646532225508617,1.6695530353841733e-07,-0.0,7,0.0,0.0,0,78,0,1649,-0.30407192855088394,0.46875,2,0.6615632381579821,0.375,0.0,0.0,2.0,2.0,-1.0,-1.0,0.0,0.0,8.0,12.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Bool.involutive_not,0,4,0.0,4.0,4,0.2,0,1,16.0,32.0,0.0,0.00018878370468572813,0.00036232666262033756,4.990302363948156e-09,-0.0,2,0.0,0.0,1,5,0,3,1.4142135623730951,0.625,3,1.0397207708399179,0.5,0.0,0.0,3.0,3.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Bool.linearOrder,2,0,2.0,0.0,2,3.0,1,0,6.5,8.0,0.05,0.0002202682462469736,0.00013336990030734743,-0.0,1.3483125108705059e-11,2,0.0,2.0,0,0,2,922,-0.5551872878855043,0.5,2,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,2.0,3.5,0.3333333333333333,2.172326580816448e-08,1.0
Bool.not,1,0,1.0,0.0,1,2.0,1,0,4.0,4.0,0.05,0.00022885493940004055,0.00013336990030734743,-0.0,2.1273847107859028e-13,1,0.0,1.0,0,0,1,3,-0.7071067811865474,0.0,1,-0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.1723265250352423e-08,1.0
Bool.not_not,1,0,1.0,0.0,1,2.0,1,0,4.0,4.0,0.05,0.00022885493940004055,0.00013336990030734743,-0.0,2.1273847107859028e-13,1,0.0,1.0,0,0,1,3,-0.7071067811865474,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,2.172326580816448e-08,1.0
Bool.or,1,0,1.0,0.0,1,2.0,1,0,53.0,53.0,0.05,0.00018937516202468477,0.00013336990030734743,-0.0,2.8569099734557194e-09,1,0.0,1.0,0,0,1,170,-0.43443070621172386,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,10.0,10.0,0.5,2.172326580816448e-08,1.0
Bool.true,27,0,195.0,0.0,27,28.0,1,0,74.88888888888889,182.0,0.15,0.00025003425542801305,0.00013336990030734743,-0.0,0.00013060109792713127,17,0.0,30.499999999999996,0,0,35,922,0.04921551253190305,0.6447187928669411,5,1.231223940369053,0.48148148148148145,11.0,27.0,0.0,0.0,5.0,6.363636363636363,27.0,168.0,0.0,0.0,5.0,14.74074074074074,0.16568047337278108,0.4021608717849551,5.131578947368421
BooleanAlgebra.toCompl,2,0,24.0,0.0,2,3.0,1,0,23.5,26.0,0.15,0.00020213809193161063,0.00013336990030734743,-0.0,2.2048029617994587e-09,2,0.0,4.333333333333333,0,0,7,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,24.0,0.0,0.0,15.0,15.0,0.04,2.172326580816448e-08,12.0
CancelCommMonoid,2,0,4.0,0.0,2,3.0,1,0,29.5,30.0,0.05,0.00019200753752258043,0.00013336990030734743,-0.0,2.0628761124114938e-09,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,0.6931471805599453,1.0
CancelCommMonoid.toCancelMonoid,2,0,2.0,0.0,2,3.0,1,0,29.5,30.0,0.05,0.00019039562110415427,0.00013336990030734743,-0.0,1.0314380562057469e-09,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,32.0,32.0,0.3333333333333333,2.172326580816448e-08,1.0
CancelCommMonoid.toCommMonoid,2,0,40.0,0.0,2,3.0,1,0,29.5,30.0,0.05,0.0002207802455914871,0.00013336990030734743,-0.0,2.06390692201273e-08,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,2.0,4.0,0.0,0.0,18.0,18.0,2.0,36.0,0.0,0.0,18.0,18.0,0.13513513513513514,0.3250829733914482,10.0
CancelCommMonoid.toLeftCancelMonoid,2,0,2.0,0.0,2,3.0,1,0,29.5,30.0,0.05,0.00019039562110415427,0.00013336990030734743,-0.0,1.0314380562057469e-09,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,30.0,31.0,0.3333333333333333,2.172326580816448e-08,1.0
CancelMonoid.toLeftCancelMonoid,3,0,3.0,0.0,3,4.0,1,0,32.333333333333336,36.0,0.15,0.0001911149278576834,0.00013336990030734743,-0.0,5.0848895318228815e-09,3,0.0,4.833333333333334,0,0,7,922,-0.46220224166744167,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,17.0,17.0,0.25,2.172326580816448e-08,1.0
CancelMonoid.toRightCancelMonoid,5,0,5.0,0.0,5,6.0,1,0,29.6,35.0,0.1,0.00019314339378967145,0.00013336990030734743,-0.0,3.3120765942648046e-09,5,0.0,6.0,0,0,7,922,-0.46220224166744167,0.48,2,0.6730116670092565,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,5.0,0.0,0.0,15.0,22.0,0.16666666666666666,2.172326580816448e-08,1.0
CharP.cast_eq_zero,3,0,3.0,0.0,3,4.0,1,0,86.66666666666667,109.0,0.15,0.0001892811156704717,0.00013336990030734743,-0.0,7.721206768754103e-07,3,0.0,6.499999999999999,0,0,11,922,-0.46220224166744167,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,16.0,18.0,0.25,2.172326580816448e-08,1.0
CharP.ofCharZero,3,0,3.0,0.0,3,4.0,1,0,86.66666666666667,109.0,0.15,0.0001892811156704717,0.00013336990030734743,-0.0,7.721206768754103e-07,3,0.0,6.499999999999999,0,0,11,922,-0.46220224166744167,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,16.0,18.0,0.25,2.172326580816448e-08,1.0
CharZero,1,0,2.0,0.0,1,2.0,1,0,21.0,21.0,0.05,0.00019606938372469402,0.00013336990030734743,-0.0,1.68384886654265e-09,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.6931471805599453,1.0
CharZero.NeZero.two,3,0,5.0,0.0,3,4.0,1,0,141.33333333333334,182.0,0.1,0.00018894682550544132,0.00013336990030734743,-0.0,1.8221063633219832e-05,3,0.0,3.5,0,0,4,922,-0.46220224166744167,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,5.0,0.0,0.0,12.0,19.333333333333332,0.16666666666666666,2.172326580816448e-08,1.6666666666666667
